0,1,2,3,4,5
Kazakhstan,"12,012","7,464",5,5,"People's Republic of China: 1,533ﾂkm (953ﾂmi)ﾂKyrgyzstan: 1,051ﾂkm (653ﾂmi)ﾂRussia: 6,846ﾂkm (4,254ﾂmi)ﾂTurkmenistan: 379ﾂkm (235ﾂmi)ﾂUzbekistan: 2,203ﾂkm (1,369ﾂmi)"
Kenya,"3,477","2,161",5,5,Ethiopia: 861ﾂkm (535ﾂmi)ﾂSomalia: 682ﾂkm (424ﾂmi)ﾂSouth Sudan: 232ﾂkm (144ﾂmi)ﾂTanzania: 769ﾂkm (478ﾂmi)ﾂUganda: 933ﾂkm (580ﾂmi)
Kiribati,0,0,0,0,
North Korea,"1,673","1,040",3,3,"People's Republic of China: 1,416ﾂkm (880ﾂmi)ﾂSouth Korea: 238ﾂkm (148ﾂmi)ﾂRussia: 19ﾂkm (12ﾂmi)"
South Korea,238,148,1,1,North Korea: 238ﾂkm (148ﾂmi)
Kosovo[4],701,436,4,4,Albania: 112ﾂkm (70ﾂmi)ﾂMontenegro: 79ﾂkm (49ﾂmi)ﾂNorth Macedonia: 159ﾂkm (99ﾂmi)ﾂSerbia: 352ﾂkm (219ﾂmi)
Kuwait,462,287,2,2,Iraq: 240ﾂkm (150ﾂmi)ﾂSaudi Arabia: 222ﾂkm (138ﾂmi)
Kyrgyzstan,"3,878","2,410",4,4,"People's Republic of China: 858ﾂkm (533ﾂmi)ﾂKazakhstan: 1,051ﾂkm (653ﾂmi)ﾂTajikistan (3):[33] 870ﾂkm (540ﾂmi)ﾂUzbekistan (6):[34] 1,099ﾂkm (683ﾂmi)"
Laos,"5,083","3,158",5,5,"Cambodia: 541ﾂkm (336ﾂmi)ﾂPeople's Republic of China: 423ﾂkm (263ﾂmi)ﾂMyanmar: 235ﾂkm (146ﾂmi)ﾂThailand: 1,754ﾂkm (1,090ﾂmi)ﾂVietnam: 2,130ﾂkm (1,320ﾂmi)"
Latvia,"1,150",710,4,4,Belarus: 141ﾂkm (88ﾂmi)ﾂEstonia: 339ﾂkm (211ﾂmi)ﾂLithuania: 453ﾂkm (281ﾂmi)ﾂRussia: 217ﾂkm (135ﾂmi)
Lebanon,454,282,2,2,Israel: 79ﾂkm (49ﾂmi)ﾂSyria: 375ﾂkm (233ﾂmi)
Lesotho,909,565,1,1,South Africa: 909ﾂkm (565ﾂmi)
Liberia,"1,585",985,3,3,Guinea: 563ﾂkm (350ﾂmi)ﾂCﾃｴte d'Ivoire: 716ﾂkm (445ﾂmi)ﾂSierra Leone: 306ﾂkm (190ﾂmi)
Libya,"4,348","2,702",6,6,"Algeria: 982ﾂkm (610ﾂmi)ﾂChad: 1,055ﾂkm (656ﾂmi)ﾂEgypt: 1,115ﾂkm (693ﾂmi)ﾂNiger: 354ﾂkm (220ﾂmi)ﾂSudan: 383ﾂkm (238ﾂmi)ﾂTunisia: 459ﾂkm (285ﾂmi)"
Liechtenstein,76,47,2,2,Austria: 34ﾂkm (21ﾂmi)ﾂﾂSwitzerland: 41ﾂkm (25ﾂmi)
Lithuania,"1,273",791,4,4,Belarus: 502ﾂkm (312ﾂmi)ﾂLatvia: 453ﾂkm (281ﾂmi)ﾂPoland: 91ﾂkm (57ﾂmi)ﾂRussia:[35] 227ﾂkm (141ﾂmi)
Luxembourg,359,223,3,3,Belgium: 148ﾂkm (92ﾂmi)ﾂFrance: 73ﾂkm (45ﾂmi)ﾂGermany: 138ﾂkm (86ﾂmi)
China,0.34,0.21,1,1,People's Republic of China: 0.34ﾂkm (0.21ﾂmi)
Madagascar,0,0,0,0,
Portugal,0,0,0,0,
Malawi,"2,881","1,790",3,3,"Mozambique: 1,569ﾂkm (975ﾂmi)ﾂTanzania: 475ﾂkm (295ﾂmi)ﾂZambia: 837ﾂkm (520ﾂmi)"
Malaysia,"3,147","1,955",4,3,"Brunei (2): 381ﾂkm (237ﾂmi)ﾂIndonesia: 1,782ﾂkm (1,107ﾂmi)ﾂThailand: 506ﾂkm (314ﾂmi)"
Maldives,0,0,0,0,
Mali,"7,243","4,501",7,7,"Algeria: 1,376ﾂkm (855ﾂmi)ﾂBurkina Faso: 1,000ﾂkm (620ﾂmi)ﾂCﾃｴte d'Ivoire: 532ﾂkm (331ﾂmi)ﾂGuinea: 858ﾂkm (533ﾂmi)ﾂMauritania: 2,237ﾂkm (1,390ﾂmi)ﾂNiger: 821ﾂkm (510ﾂmi)ﾂSenegal: 419ﾂkm (260ﾂmi)"
Malta,0,0,0,0,
Marshall Islands,0,0,0,0,
Mauritania,"5,074","3,153",4,4,"Algeria: 463ﾂkm (288ﾂmi)ﾂMali: 2,237ﾂkm (1,390ﾂmi)ﾂSenegal: 813ﾂkm (505ﾂmi)ﾂWestern Sahara:[5] 1,561ﾂkm (970ﾂmi)"
Mauritius,0,0,0,0,
Mexico,"4,353","2,705",3,3,"Belize: 250ﾂkm (160ﾂmi)ﾂGuatemala: 962ﾂkm (598ﾂmi)ﾂUnited States: 3,141ﾂkm (1,952ﾂmi)"
Micronesia,0,0,0,0,
Moldova,"1,389",863,2,2,Romania: 450ﾂkm (280ﾂmi)ﾂUkraine: 939ﾂkm (583ﾂmi)
Monaco,4.4,2.7,1,1,France: 4.4ﾂkm (2.7ﾂmi)
Mongolia,"8,220","5,110",2,2,"People's Republic of China: 4,677ﾂkm (2,906ﾂmi)ﾂRussia: 3,485ﾂkm (2,165ﾂmi)"
Montenegro,625,388,5,5,Albania: 172ﾂkm (107ﾂmi) ﾂBosnia and Herzegovina: 225ﾂkm (140ﾂmi) ﾂCroatia: 25ﾂkm (16ﾂmi) ﾂKosovo:[4] 79ﾂkm (49ﾂmi) ﾂSerbia: 124ﾂkm (77ﾂmi)
Morocco,"2,018","1,254",5,3,"Algeria: 1,559ﾂkm (969ﾂmi)ﾂWestern Sahara:[5] 443ﾂkm (275ﾂmi)ﾂSpain (3): 17ﾂkm (11ﾂmi)[37]"
Mozambique,"4,571","2,840",6,6,"Eswatini: 105ﾂkm (65ﾂmi)ﾂMalawi: 1,569ﾂkm (975ﾂmi)ﾂSouth Africa (2): 491ﾂkm (305ﾂmi)ﾂTanzania: 756ﾂkm (470ﾂmi)ﾂZambia: 419ﾂkm (260ﾂmi)ﾂZimbabwe: 1,231ﾂkm (765ﾂmi)"
Myanmar,"5,876","3,651",5,5,"Bangladesh: 193ﾂkm (120ﾂmi)ﾂPeople's Republic of China: 2,185ﾂkm (1,358ﾂmi)ﾂIndia: 1,463ﾂkm (909ﾂmi)ﾂLaos: 235ﾂkm (146ﾂmi)ﾂThailand: 1,800ﾂkm (1,100ﾂmi)"
Namibia,"3,936","2,446",4,4,"Angola: 1,376ﾂkm (855ﾂmi)ﾂBotswana: 1,360ﾂkm (850ﾂmi)ﾂSouth Africa: 967ﾂkm (601ﾂmi)ﾂZambia: 233ﾂkm (145ﾂmi)"
Nauru,0,0,0,0,
Nepal,"2,926","1,818",2,2,"People's Republic of China: 1,236ﾂkm (768ﾂmi)ﾂIndia: 1,690ﾂkm (1,050ﾂmi)"
Netherlands,"1,037",644,33,3,Belgium (31): 450ﾂkm (280ﾂmi)ﾂGermany: 577ﾂkm (359ﾂmi)ﾂSaint Martin[38] (France): 10.2ﾂkm (6.3ﾂmi)
New Zealand,0,0,0,0,
Nicaragua,"1,231",765,2,2,Costa Rica: 309ﾂkm (192ﾂmi)ﾂHonduras: 922ﾂkm (573ﾂmi)
Niger,"5,697","3,540",7,7,"Algeria: 956ﾂkm (594ﾂmi)ﾂBenin: 266ﾂkm (165ﾂmi)ﾂBurkina Faso: 628ﾂkm (390ﾂmi)ﾂChad: 1,175ﾂkm (730ﾂmi)ﾂLibya: 354ﾂkm (220ﾂmi)ﾂMali: 821ﾂkm (510ﾂmi)ﾂNigeria: 1,497ﾂkm (930ﾂmi)"
Niger,"4,047","2,515",4,4,"Benin: 773ﾂkm (480ﾂmi)ﾂCameroon: 1,690ﾂkm (1,050ﾂmi)ﾂChad: 87ﾂkm (54ﾂmi)ﾂNiger: 1,497ﾂkm (930ﾂmi)"
North Macedonia,766,476,5,5,Albania: 151ﾂkm (94ﾂmi)ﾂBulgaria: 148ﾂkm (92ﾂmi)ﾂGreece: 246ﾂkm (153ﾂmi)ﾂKosovo:[4] 159ﾂkm (99ﾂmi)ﾂSerbia: 62ﾂkm (39ﾂmi)
Norway,"2,551","1,585",3,3,"Finland: 736ﾂkm (457ﾂmi)ﾂSweden: 1,619ﾂkm (1,006ﾂmi)ﾂRussia: 196ﾂkm (122ﾂmi)"
Oman,"1,374",854,6,3,Saudi Arabia: 676ﾂkm (420ﾂmi)ﾂUnited Arab Emirates (4): 410ﾂkm (250ﾂmi)ﾂYemen: 288ﾂkm (179ﾂmi)
Pakistan,"6,774","4,209",4,4,"Afghanistan: 2,430ﾂkm (1,510ﾂmi)ﾂIndia: 2,912ﾂkm (1,809ﾂmi)ﾂIran: 909ﾂkm (565ﾂmi)ﾂPeople's Republic of China: 523ﾂkm (325ﾂmi)"
Palau,0,0,0,0,
Palestine[24],466,290,3,3,Egypt: 11ﾂkm (6.8ﾂmi)ﾂIsrael: 358ﾂkm (222ﾂmi)ﾂJordan: 97ﾂkm (60ﾂmi)
Panama,555,345,2,2,Colombia: 225ﾂkm (140ﾂmi)ﾂCosta Rica: 330ﾂkm (210ﾂmi)
Guinea,820,510,1,1,Indonesia: 820ﾂkm (510ﾂmi)
Paraguay,"3,920","2,440",3,3,"Argentina: 1,880ﾂkm (1,170ﾂmi)ﾂBolivia: 750ﾂkm (470ﾂmi)ﾂBrazil: 1,290ﾂkm (800ﾂmi)"
Peru,"5,536","3,440",5,5,"Bolivia: 900ﾂkm (560ﾂmi)ﾂBrazil: 1,560ﾂkm (970ﾂmi)ﾂChile: 160ﾂkm (99ﾂmi)ﾂColombia: 1,496ﾂkm (930ﾂmi)ﾂEcuador: 1,420ﾂkm (880ﾂmi)"
Philippines,0,0,0,0,
Poland,"2,788","1,732",7,7,Belarus: 407ﾂkm (253ﾂmi)ﾂCzech Republic: 658ﾂkm (409ﾂmi)ﾂGermany: 456ﾂkm (283ﾂmi)ﾂLithuania: 91ﾂkm (57ﾂmi)ﾂRussia:[35] 206ﾂkm (128ﾂmi)ﾂSlovakia: 444ﾂkm (276ﾂmi)ﾂUkraine: 526ﾂkm (327ﾂmi)
Portugal,"1,214",754,1,1,"Spain: 1,214ﾂkm (754ﾂmi)"
Qatar,60,37,1 (2),1 (2),Saudi Arabia: 60ﾂkm (37ﾂmi)
Romania,"2,508","1,558",6,5,Bulgaria: 608ﾂkm (378ﾂmi)ﾂHungary: 443ﾂkm (275ﾂmi)ﾂMoldova: 450ﾂkm (280ﾂmi)ﾂSerbia: 476ﾂkm (296ﾂmi)ﾂUkraine (2): 531ﾂkm (330ﾂmi)[39]
Russia,"20,017","12,438",17,16,"Azerbaijan: 284ﾂkm (176ﾂmi)ﾂBelarus: 959ﾂkm (596ﾂmi)ﾂPeople's Republic of China (2): 3,645ﾂkm (2,265ﾂmi)ﾂEstonia: 294ﾂkm (183ﾂmi)ﾂFinland: 1,340ﾂkm (830ﾂmi)ﾂGeorgia: 723ﾂkm (449ﾂmi)ﾂKazakhstan: 6,846ﾂkm (4,254ﾂmi)ﾂNorth Korea: 19ﾂkm (12ﾂmi)ﾂLatvia: 217ﾂkm (135ﾂmi)ﾂLithuania:[35] 227ﾂkm (141ﾂmi)ﾂMongolia: 3,485ﾂkm (2,165ﾂmi)ﾂNorway: 196ﾂkm (122ﾂmi)ﾂPoland:[35] 206ﾂkm (128ﾂmi)ﾂUkraine: 1,576ﾂkm (979ﾂmi)ﾂSouth Ossetia: 74ﾂkm (46ﾂmi)ﾂAbkhazia: 241ﾂkm (150ﾂmi)"
Rwanda,893,555,4,4,Burundi: 290ﾂkm (180ﾂmi)ﾂDemocratic Republic of the Congo: 217ﾂkm (135ﾂmi)ﾂTanzania: 217ﾂkm (135ﾂmi)ﾂUganda: 169ﾂkm (105ﾂmi)
Saint Kitts and Nevis,0,0,0,0,
Saint Lucia,0,0,0,0,
Saint Vincent and the Grenadines,0,0,0,0,
Samoa,0,0,0,0,
San Marino,39,24,1,1,Italy: 39ﾂkm (24ﾂmi)
Sﾃ｣o Tomﾃｩ and Prﾃｭncipe,0,0,0,0,
Saudi Arabia,"4,431","2,753",7,7,"Iraq: 814ﾂkm (506ﾂmi)ﾂJordan: 744ﾂkm (462ﾂmi)ﾂKuwait: 222ﾂkm (138ﾂmi)ﾂOman: 676ﾂkm (420ﾂmi)ﾂQatar: 60ﾂkm (37ﾂmi)ﾂUnited Arab Emirates: 457ﾂkm (284ﾂmi)ﾂYemen: 1,458ﾂkm (906ﾂmi)"
Senegal,"2,640","1,640",5,5,The Gambia: 740ﾂkm (460ﾂmi)ﾂGuinea: 330ﾂkm (210ﾂmi)ﾂGuinea-Bissau: 338ﾂkm (210ﾂmi)ﾂMali: 419ﾂkm (260ﾂmi)ﾂMauritania: 813ﾂkm (505ﾂmi)
Serbia,"2,027","1,260",8,8,Bosnia and Herzegovina (2):[14] 302ﾂkm (188ﾂmi)ﾂBulgaria: 318ﾂkm (198ﾂmi)ﾂCroatia: 241ﾂkm (150ﾂmi)ﾂHungary: 151ﾂkm (94ﾂmi)ﾂKosovo:[4] 352ﾂkm (219ﾂmi)ﾂMontenegro: 124ﾂkm (77ﾂmi)ﾂNorth Macedonia: 62ﾂkm (39ﾂmi)ﾂRomania: 476ﾂkm (296ﾂmi)
Seychelles,0,0,0,0,
Sierra Leone,958,595,2,2,Guinea: 652ﾂkm (405ﾂmi)ﾂLiberia: 306ﾂkm (190ﾂmi)
Singapore,0,0[40],0[40],0[40],
Slovakia,"1,524",947,5,5,Austria: 91ﾂkm (57ﾂmi)ﾂCzech Republic: 215ﾂkm (134ﾂmi)ﾂHungary: 677ﾂkm (421ﾂmi)ﾂPoland: 444ﾂkm (276ﾂmi)ﾂUkraine: 97ﾂkm (60ﾂmi)
Slovenia,"1,334",829,4,4,Austria: 330ﾂkm (210ﾂmi)ﾂCroatia: 670ﾂkm (420ﾂmi)ﾂItaly: 232ﾂkm (144ﾂmi)ﾂHungary: 102ﾂkm (63ﾂmi)
Solomon Islands,0,0,0,0,
Somalia,"2,340","1,450",3,3,"Djibouti: 61ﾂkm (38ﾂmi)ﾂEthiopia: 1,600ﾂkm (990ﾂmi)ﾂKenya: 682ﾂkm (424ﾂmi)"
South Africa,"4,862","3,021",6,6,"Botswana: 1,840ﾂkm (1,140ﾂmi)ﾂEswatini: 430ﾂkm (270ﾂmi)ﾂLesotho: 909ﾂkm (565ﾂmi)ﾂMozambique (2): 491ﾂkm (305ﾂmi)ﾂNamibia: 967ﾂkm (601ﾂmi)ﾂZimbabwe: 225ﾂkm (140ﾂmi)"
South Ossetia[41],466,290,2,2,Russia: 74ﾂkm (46ﾂmi)ﾂGeorgia: 334ﾂkm (208ﾂmi)
Sudan,"4,797","2,981",6,6,"Central African Republic: 682ﾂkm (424ﾂmi)ﾂDemocratic Republic of the Congo: 628ﾂkm (390ﾂmi)ﾂEthiopia: 883ﾂkm (549ﾂmi)ﾂKenya: 232ﾂkm (144ﾂmi)ﾂSudan: 1,937ﾂkm (1,204ﾂmi)ﾂUganda: 435ﾂkm (270ﾂmi)"
Spain,"1,918","1,192",9,5,"Andorra: 63.7ﾂkm (39.6ﾂmi)ﾂFrance (3):[25] 623ﾂkm (387ﾂmi)ﾂGibraltar: (United Kingdom) 1.2ﾂkm (0.75ﾂmi)ﾂPortugal: 1,214ﾂkm (754ﾂmi)ﾂMorocco (3): 17ﾂkm (11ﾂmi)[37]"
Sri Lanka,0,0,0,0,
Sudan,"6,764","4,203",7,7,"Central African Republic: 483ﾂkm (300ﾂmi)ﾂChad: 1,360ﾂkm (850ﾂmi)ﾂEgypt: 1,273ﾂkm (791ﾂmi)ﾂEritrea: 605ﾂkm (376ﾂmi)ﾂEthiopia: 723ﾂkm (449ﾂmi)ﾂLibya: 383ﾂkm (238ﾂmi)ﾂSouth Sudan: 1,937ﾂkm (1,204ﾂmi)"
Suriname,"1,707","1,061",3,3,Brazil: 597ﾂkm (371ﾂmi)ﾂFrench Guiana[15] (France): 510ﾂkm (320ﾂmi)ﾂGuyana: 600ﾂkm (370ﾂmi)
Sweden,"2,233","1,388",3,2,"Finland (2): 614ﾂkm (382ﾂmi) (including 0.05 km segment with ﾃ・Eland Islands)ﾂNorway: 1,619ﾂkm (1,006ﾂmi)"
Switzerland,"1,852","1,151",8,5,Austria (2): 164ﾂkm (102ﾂmi)ﾂFrance: 573ﾂkm (356ﾂmi)ﾂItaly (2):[32] 740ﾂkm (460ﾂmi)ﾂLiechtenstein: 41ﾂkm (25ﾂmi)ﾂGermany (2):[30] 334ﾂkm (208ﾂmi)
Syria,"2,253","1,400",6,5,Iraq: 605ﾂkm (376ﾂmi)ﾂIsrael: 76ﾂkm (47ﾂmi)ﾂJordan: 375ﾂkm (233ﾂmi)ﾂLebanon: 375ﾂkm (233ﾂmi)ﾂTurkey (2): 822ﾂkm (511ﾂmi)
Taiwan,0,0,0,0,
Tajikistan,"3,651","2,269",4,4,"Afghanistan: 1,206ﾂkm (749ﾂmi)ﾂPeople's Republic of China: 414ﾂkm (257ﾂmi)ﾂKyrgyzstan (3):[33] 870ﾂkm (540ﾂmi)ﾂUzbekistan (2):[43] 1,161ﾂkm (721ﾂmi)"
Tanzania,"3,861","2,399",8,8,Burundi: 451ﾂkm (280ﾂmi)ﾂDemocratic Republic of the Congo: 459ﾂkm (285ﾂmi)ﾂKenya: 769ﾂkm (478ﾂmi)ﾂMalawi: 475ﾂkm (295ﾂmi)ﾂMozambique: 756ﾂkm (470ﾂmi)ﾂRwanda: 217ﾂkm (135ﾂmi)ﾂUganda: 396ﾂkm (246ﾂmi)ﾂZambia: 338ﾂkm (210ﾂmi)
Thailand,"4,863","3,022",4,4,"Cambodia: 803ﾂkm (499ﾂmi)ﾂLaos: 1,754ﾂkm (1,090ﾂmi)ﾂMalaysia: 506ﾂkm (314ﾂmi)ﾂMyanmar: 1,800ﾂkm (1,100ﾂmi)"
Togo,"1,647","1,023",3,3,Benin: 644ﾂkm (400ﾂmi)ﾂBurkina Faso: 126ﾂkm (78ﾂmi)ﾂGhana: 877ﾂkm (545ﾂmi)
Tonga,0,0,0,0,
Trinidad and Tobago,0,0,0,0,
Tunisia,"1,469",913,2,2,"Algeria: 1,010ﾂkm (630ﾂmi)ﾂLibya: 459ﾂkm (285ﾂmi)"
Turkey,"2,648","1,645",9,8,Armenia: 268ﾂkm (167ﾂmi)ﾂAzerbaijan:[10] 9ﾂkm (5.6ﾂmi)ﾂBulgaria: 240ﾂkm (150ﾂmi)ﾂGeorgia: 252ﾂkm (157ﾂmi)ﾂGreece: 206ﾂkm (128ﾂmi)ﾂIran: 499ﾂkm (310ﾂmi)ﾂIraq: 352ﾂkm (219ﾂmi)ﾂSyria (2): 822ﾂkm (511ﾂmi)
Turkmenistan,"3,736","2,321",4,4,"Afghanistan: 744ﾂkm (462ﾂmi)ﾂIran: 992ﾂkm (616ﾂmi)ﾂKazakhstan: 379ﾂkm (235ﾂmi)ﾂUzbekistan: 1,621ﾂkm (1,007ﾂmi)"
Tuvalu,0,0,0,0,
Uganda,"2,698","1,676",5,5,Democratic Republic of the Congo: 765ﾂkm (475ﾂmi)ﾂKenya: 933ﾂkm (580ﾂmi)ﾂRwanda: 169ﾂkm (105ﾂmi)ﾂSouth Sudan: 435ﾂkm (270ﾂmi)ﾂTanzania: 396ﾂkm (246ﾂmi)
Ukraine,"4,663","2,897",8,7,"Belarus: 891ﾂkm (554ﾂmi)ﾂHungary: 103ﾂkm (64ﾂmi)ﾂMoldova: 939ﾂkm (583ﾂmi)ﾂPoland: 526ﾂkm (327ﾂmi)ﾂRomania (2): 531ﾂkm (330ﾂmi)[39]ﾂRussia: 1,576ﾂkm (979ﾂmi)ﾂSlovakia: 97ﾂkm (60ﾂmi)"
United Arab Emirates,867,539,5 (6),2 (3),Oman (4): 410ﾂkm (250ﾂmi)ﾂSaudi Arabia: 457ﾂkm (284ﾂmi)
United Kingdom,499,310,1,1,Ireland: 499ﾂkm (310ﾂmi)
Anguilla,513,319,7,3,Cyprus (5):[21] 152ﾂkm (94ﾂmi)ﾂIreland: 499ﾂkm (310ﾂmi)ﾂSpain:[45] 1.2ﾂkm (0.75ﾂmi)
United States,"12,034","7,478",5,2,"Canada (4): 8,893ﾂkm (5,526ﾂmi)[16]ﾂMexico: 3,141ﾂkm (1,952ﾂmi)"
Uruguay,"1,564",972,2,2,Argentina: 579ﾂkm (360ﾂmi)ﾂBrazil: 985ﾂkm (612ﾂmi)
Uzbekistan,"6,221","3,866",5,5,"Afghanistan: 137ﾂkm (85ﾂmi)ﾂKazakhstan: 2,203ﾂkm (1,369ﾂmi)ﾂKyrgyzstan (6):[34] 1,099ﾂkm (683ﾂmi)ﾂTajikistan (2):[43] 1,161ﾂkm (721ﾂmi)ﾂTurkmenistan: 1,621ﾂkm (1,007ﾂmi)"
Vanuatu,0,0,0,0,
Vatican City,3.2,2,1,1,Italy: 3.2ﾂkm (2.0ﾂmi)
Venezuela,"4,993","3,103",3,3,"Brazil: 2,200ﾂkm (1,400ﾂmi)ﾂColombia: 2,050ﾂkm (1,270ﾂmi)ﾂGuyana: 743ﾂkm (462ﾂmi)"
Vietnam,"4,639","2,883",3,3,"Cambodia: 1,228ﾂkm (763ﾂmi)ﾂPeople's Republic of China: 1,281ﾂkm (796ﾂmi)ﾂLaos: 2,130ﾂkm (1,320ﾂmi)"
Western Sahara,"2,046","1,271",3,3,"Algeria: 42ﾂkm (26ﾂmi)ﾂMauritania: 1,561ﾂkm (970ﾂmi)ﾂMorocco: 443ﾂkm (275ﾂmi)"
Yemen,"1,746","1,085",2,2,"Oman: 288ﾂkm (179ﾂmi)ﾂSaudi Arabia: 1,458ﾂkm (906ﾂmi)"
Zambia,"5,667","3,521",8,8,"Angola: 1,110ﾂkm (690ﾂmi)ﾂBotswana: 0.15ﾂkm (0.093ﾂmi)ﾂDemocratic Republic of the Congo: 1,930ﾂkm (1,200ﾂmi)ﾂMalawi: 837ﾂkm (520ﾂmi)ﾂMozambique: 419ﾂkm (260ﾂmi)ﾂNamibia: 233ﾂkm (145ﾂmi)ﾂTanzania: 338ﾂkm (210ﾂmi)ﾂZimbabwe: 797ﾂkm (495ﾂmi)"
Zimbabwe,"3,066","1,905",4,4,"Botswana: 813ﾂkm (505ﾂmi)ﾂMozambique: 1,231ﾂkm (765ﾂmi)ﾂSouth Africa: 225ﾂkm (140ﾂmi)ﾂZambia: 797ﾂkm (495ﾂmi)"
